DateTime,Symbol,Side,PnL,IsWin,Confluence,ConfluenceScore,TradeAlignment,H4_Trend,H1_Trend,M15_Trend
2025-12-10 06:47:21,SILVER,Buy,-75.5,False,PARTIAL_BULLISH,2,GOOD,UNKNOWN,BULLISH,BULLISH
2025-12-10 06:47:25,SILVER,Buy,-83.5,False,PARTIAL_BULLISH,2,GOOD,UNKNOWN,BULLISH,BULLISH
2025-12-11 21:13:57,GOLD,Sell,165.0,True,MIXED,1,MIXED,UNKNOWN,BULLISH,NEUTRAL
2025-12-11 21:17:54,GOLD,Buy,-248.0,False,PARTIAL_BULLISH,2,GOOD,UNKNOWN,BULLISH,BULLISH
2025-12-11 21:25:06,GOLD,Sell,78.0,True,PARTIAL_BULLISH,2,MIXED,UNKNOWN,BULLISH,BULLISH
2025-12-11 21:38:09,GOLD,Sell,261.0,True,PARTIAL_BULLISH,2,MIXED,UNKNOWN,BULLISH,BULLISH
2025-12-11 21:55:53,SILVER,Sell,102.0,True,MIXED,1,MIXED,UNKNOWN,BULLISH,NEUTRAL
2025-12-11 21:56:00,GOLD,Sell,620.0,True,PARTIAL_BULLISH,2,MIXED,UNKNOWN,BULLISH,BULLISH
2025-12-11 21:56:18,SILVER,Sell,11.0,True,MIXED,1,MIXED,UNKNOWN,BULLISH,NEUTRAL
2025-12-11 21:57:29,GOLD,Sell,643.0,True,PARTIAL_BULLISH,2,MIXED,UNKNOWN,BULLISH,BULLISH
2025-12-11 22:18:13,SILVER,Sell,-4003.5,False,MIXED,1,MIXED,UNKNOWN,BULLISH,NEUTRAL
2025-12-12 03:42:25,GOLD,Buy,967.0,True,MIXED,1,MIXED,UNKNOWN,BULLISH,BEARISH
2025-12-12 03:42:27,GOLD,Buy,813.0,True,MIXED,1,MIXED,UNKNOWN,BULLISH,BEARISH
2025-12-12 03:42:56,GOLD,Buy,790.0,True,MIXED,1,MIXED,UNKNOWN,BULLISH,BEARISH
2025-12-12 03:43:19,GOLD,Buy,783.0,True,MIXED,1,MIXED,UNKNOWN,BULLISH,BEARISH
2025-12-12 03:50:46,BTCUSD,Sell,-1.58,False,PARTIAL_BULLISH,2,MIXED,UNKNOWN,BULLISH,BULLISH
2025-12-12 04:03:08,GOLD,Buy,1424.0,True,MIXED,1,MIXED,UNKNOWN,BULLISH,NEUTRAL
2025-12-12 04:06:02,GOLD,Buy,-640.0,False,MIXED,1,MIXED,UNKNOWN,BULLISH,NEUTRAL
2025-12-12 04:22:38,GOLD,Buy,-486.0,False,MIXED,1,MIXED,UNKNOWN,BULLISH,NEUTRAL
2025-12-12 04:49:41,GOLD,Buy,-288.0,False,MIXED,1,MIXED,UNKNOWN,BULLISH,BEARISH
2025-12-12 05:00:12,GOLD,Buy,-1546.0,False,MIXED,1,MIXED,UNKNOWN,BULLISH,NEUTRAL
2025-12-12 05:00:16,GOLD,Buy,-1292.0,False,MIXED,1,MIXED,UNKNOWN,BULLISH,NEUTRAL
2025-12-12 05:00:17,GOLD,Buy,-1296.0,False,MIXED,1,MIXED,UNKNOWN,BULLISH,NEUTRAL
2025-12-12 08:30:30,GOLD,Sell,-5635.5,False,PARTIAL_BULLISH,2,MIXED,UNKNOWN,BULLISH,BULLISH
2025-12-18 17:25:57,SILVER,Buy,540.0,True,PARTIAL_BEARISH,2,MIXED,UNKNOWN,BEARISH,BEARISH
2025-12-18 18:34:45,SILVER,Buy,-7925.0,False,MIXED,1,MIXED,UNKNOWN,BEARISH,NEUTRAL
2025-12-18 18:37:27,GOLD,Buy,-3396.6,False,PARTIAL_BULLISH,2,GOOD,UNKNOWN,BULLISH,BULLISH
2025-12-18 21:00:03,GOLD,Buy,-6267.9,False,MIXED,1,MIXED,UNKNOWN,NEUTRAL,BEARISH
2025-12-18 21:00:05,GOLD,Buy,-6813.6,False,MIXED,1,MIXED,UNKNOWN,NEUTRAL,BEARISH
2025-12-18 21:00:05,SILVER,Buy,-250.0,False,PARTIAL_BEARISH,2,MIXED,UNKNOWN,BEARISH,BEARISH
2025-12-18 22:14:13,BTCUSD,Sell,3503.4,True,PARTIAL_BEARISH,2,GOOD,UNKNOWN,BEARISH,BEARISH
2025-12-19 08:53:24,GOLD,Sell,-18.74,False,MIXED,1,MIXED,UNKNOWN,NEUTRAL,BULLISH
2025-12-19 16:25:37,GOLD,Sell,530.0,True,MIXED,1,MIXED,UNKNOWN,NEUTRAL,NEUTRAL
2025-12-19 23:54:43,GOLD,Sell,8325.2,True,MIXED,1,MIXED,UNKNOWN,NEUTRAL,BEARISH
2025-12-20 02:06:24,GOLD,Sell,10699.2,True,MIXED,1,MIXED,UNKNOWN,NEUTRAL,BEARISH
2025-12-20 02:28:55,GOLD,Sell,272.0,True,MIXED,1,MIXED,UNKNOWN,NEUTRAL,BEARISH
2025-12-20 02:31:44,GOLD,Sell,260.0,True,MIXED,1,MIXED,UNKNOWN,NEUTRAL,BEARISH
2025-12-20 03:28:52,BTCUSD,Sell,4078.0,True,PARTIAL_BULLISH,2,MIXED,UNKNOWN,BULLISH,BULLISH
2025-12-20 03:31:03,GOLD,Sell,-8600.0,False,MIXED,1,MIXED,UNKNOWN,NEUTRAL,BEARISH
2025-12-20 03:56:03,BTCUSD,Sell,862.0,True,MIXED,1,MIXED,UNKNOWN,BULLISH,NEUTRAL
2025-12-20 04:09:48,GOLD,Sell,-4110.0,False,MIXED,1,MIXED,UNKNOWN,NEUTRAL,BEARISH
2025-12-22 07:43:51,BTCUSD,Sell,22383.0,True,PARTIAL_BULLISH,2,MIXED,UNKNOWN,BULLISH,BULLISH
2025-12-22 13:09:07,SILVER,Buy,13882.8,True,MIXED,1,MIXED,UNKNOWN,UNKNOWN,BULLISH
2025-12-22 13:10:05,SILVER,Buy,5471.8,True,MIXED,1,MIXED,UNKNOWN,UNKNOWN,BULLISH
2025-12-22 22:45:40,SILVER,Buy,8717.25,True,PARTIAL_BULLISH,2,GOOD,UNKNOWN,BULLISH,BULLISH
2025-12-23 06:32:47,GOLD,Buy,-83160.0,False,MIXED,1,MIXED,UNKNOWN,BULLISH,NEUTRAL
2025-12-23 06:33:15,GOLD,Buy,-42690.0,False,MIXED,1,MIXED,UNKNOWN,BULLISH,NEUTRAL
2025-12-23 06:43:17,GOLD,Buy,-31440.0,False,MIXED,1,MIXED,UNKNOWN,BULLISH,NEUTRAL
2025-12-26 20:01:02,GOLD,Buy,-3303.0,False,MIXED,1,MIXED,UNKNOWN,UNKNOWN,BEARISH
2025-12-26 21:00:30,GOLD,Buy,-1523.0,False,MIXED,1,MIXED,UNKNOWN,UNKNOWN,BULLISH
2025-12-26 22:19:44,SILVER,Buy,-260.6,False,MIXED,1,MIXED,UNKNOWN,UNKNOWN,BULLISH
2025-12-26 22:19:45,GOLD,Buy,-80.14,False,MIXED,1,MIXED,UNKNOWN,UNKNOWN,NEUTRAL
2025-12-26 22:19:47,GOLD,Buy,-12.32,False,MIXED,1,MIXED,UNKNOWN,UNKNOWN,NEUTRAL
2025-12-26 22:19:47,BTCUSD,Sell,5.59,True,MIXED,1,MIXED,UNKNOWN,BEARISH,NEUTRAL
2025-12-26 22:19:47,BTCUSD,Sell,110.9,True,MIXED,1,MIXED,UNKNOWN,BEARISH,NEUTRAL
2025-12-27 01:03:53,GOLD,Sell,164.64,True,MIXED,1,MIXED,UNKNOWN,UNKNOWN,BULLISH
2025-12-29 11:09:38,BTCUSD,Sell,46646.0,True,MIXED,1,MIXED,UNKNOWN,NEUTRAL,NEUTRAL
