symbol,signals,wins,losses,win_rate,net_pips,expectancy
Prudential,96,37,59,38.54166666666667,14212.85714285715,148.05059523809533
LEG,94,35,59,37.234042553191486,13842.85714285733,147.2644376899716
StJames,97,35,62,36.08247422680412,14128.571428571406,145.65537555228252
SandstormGold,84,32,52,38.095238095238095,12128.571428571378,144.38775510204022
DeLonghi,94,33,61,35.1063829787234,13500.000000000491,143.61702127660098
RaiffeisenBank,99,36,63,36.36363636363637,14028.571428571453,141.70274170274195
QIEN,103,36,67,34.95145631067961,14514.285714285756,140.91539528432773
Antofagasta,100,35,65,35.0,13928.571428571388,139.28571428571388
Discovery,98,33,65,33.6734693877551,13485.714285714364,137.60932944606495
Inmobiliaria,88,39,49,44.31818181818182,11957.14285714296,135.87662337662456
Lancashire,107,48,59,44.85981308411215,14408.57142857136,134.65954606141457
Huntington,91,34,57,37.362637362637365,11828.57142857142,129.98430141287275
SBM,107,37,70,34.57943925233645,13485.71428571433,126.03471295060122
PerkinElmer,90,32,58,35.55555555555556,11314.285714285816,125.71428571428685
Rentokil,108,47,61,43.51851851851852,13228.571428571395,122.48677248677217
Transocean,92,35,57,38.04347826086957,11157.142857142828,121.27329192546551
Illumina,99,34,65,34.34343434343434,11828.571428571835,119.48051948052358
UNIUSD,89,35,54,39.325842696629216,10614.285714285712,119.2616372391653
Ericsson,89,34,55,38.20224719101123,10299.999999999876,115.7303370786503
Hiscox,97,38,59,39.175257731958766,11108.571428571502,114.52135493372683
Croda,101,38,63,37.62376237623762,11285.714285714364,111.73974540311252
BancoBradesco,90,36,54,40.0,10014.28571428573,111.26984126984145
RedElectrica,100,38,62,38.0,10819.999999999936,108.19999999999936
EDP,101,42,59,41.584158415841586,10831.428571428576,107.2418670438473
USBancorp,94,31,63,32.97872340425532,10042.857142857545,106.83890577508026
MeliaHotels,83,33,50,39.75903614457831,8787.142857142804,105.8691910499133
Weyerhaeuser,109,43,66,39.44954128440367,11414.285714285681,104.71821756225395
MontedeiPaschi,93,34,59,36.55913978494624,9554.285714285745,102.73425499231983
3DSystems,96,36,60,37.5,9842.857142857138,102.52976190476186
ScottishMortgage,97,36,61,37.11340206185567,9814.285714285634,101.17820324005808
Barratt,103,44,59,42.71844660194174,10374.285714285706,100.72122052704569
E.ON,103,38,65,36.89320388349515,10248.571428571551,99.5006934812772
COFFE-MAR26,96,36,60,37.5,9252.999999999995,96.38541666666661
CompagnieGenerale,93,35,58,37.634408602150536,8899.999999999822,95.69892473118088
NGAS-FEB26,112,43,69,38.392857142857146,10554.285714285736,94.23469387755121
Pfandbriefbank,88,36,52,40.909090909090914,8128.571428571433,92.37012987012992
StoneCo,95,32,63,33.68421052631579,8457.142857142766,89.02255639097649
Burberry,103,38,65,36.89320388349515,8928.571428571537,86.68515950069452
Stellantis,109,38,71,34.862385321100916,8944.28571428563,82.0576671035379
EDPRenovaveis,79,28,51,35.44303797468354,6378.571428571416,80.74141048824576
UpstartHoldings,93,32,61,34.40860215053764,7471.428571428307,80.33794162826136
Infosys,95,32,63,33.68421052631579,7628.571428571403,80.30075187969898
Barclays,98,37,61,37.755102040816325,7839.571428571456,79.99562682215772
Atos,96,39,57,40.625,7642.8571428571395,79.6130952380952
KlepierreReit,88,32,56,36.36363636363637,6979.999999999449,79.31818181817556
Carrier,90,35,55,38.88888888888889,7042.857142857261,78.25396825396957
ConsolidatedEdison,93,33,60,35.483870967741936,7271.428571428878,78.18740399385891
Aviva,99,35,64,35.35353535353536,7594.285714285729,76.70995670995686
HealthpeakProperties,77,30,47,38.961038961038966,5814.285714285637,75.51020408163166
Total,97,33,64,34.02061855670103,7285.714285714164,75.11045655375428
Eutelsat,99,35,64,35.35353535353536,7414.28571428571,74.89177489177484
US100-MAR26,115,44,71,38.26086956521739,8488.55714285711,73.81354037267052
Aptiv,91,30,61,32.967032967032964,6700.00000000008,73.6263736263745
Sainsbury,93,37,56,39.784946236559136,6822.857142857145,73.36405529953919
Brookdale,75,27,48,36.0,5428.571428571445,72.38095238095259
TecnicasReunidas,85,32,53,37.64705882352941,6004.285714285617,70.63865546218373
BerkeleyGroup,92,32,60,34.78260869565217,6431.428571428609,69.90683229813705
LucidGroup,89,29,60,32.58426966292135,6142.857142857194,69.02086677367633
Grifols,94,34,60,36.17021276595745,6419.99999999998,68.29787234042531
Hormel,88,33,55,37.5,5714.285714285619,64.93506493506385
NatWest,88,33,55,37.5,5511.428571428576,62.629870129870184
Redrow,80,29,51,36.25,4885.714285714286,61.07142857142858
BRF,105,41,64,39.04761904761905,6342.857142857136,60.40816326530606
ETSY,95,36,59,37.89473684210527,5728.571428571333,60.30075187969824
SouthwesternEnergy,103,38,65,36.89320388349515,6100.000000000042,59.22330097087419
Tenaris,102,37,65,36.27450980392157,6037.142857142892,59.187675070028355
Bollore,105,43,62,40.95238095238095,6175.714285714265,58.81632653061205
Kingfisher,91,37,54,40.65934065934066,5288.571428571425,58.116169544740934
BP_turbo,96,37,59,38.54166666666667,5557.000000000017,57.88541666666685
BP,96,37,59,38.54166666666667,5552.285714285745,57.83630952380984
Experian,100,37,63,37.0,5671.428571428448,56.71428571428448
Eni,93,33,60,35.483870967741936,5267.142857142852,56.635944700460776
LandSecurities,82,32,50,39.02439024390244,4585.714285714263,55.92334494773491
CorticeiraAmorim,94,36,58,38.297872340425535,5252.85714285718,55.88145896656575
Azimut,88,32,56,36.36363636363637,4828.571428571671,54.87012987013263
Spectris,102,34,68,33.33333333333333,5342.857142856526,52.380952380946326
Mediobanca,94,34,60,36.17021276595745,4717.142857142829,50.18237082066839
Tate&Lyle,89,33,56,37.07865168539326,4445.714285714343,49.951845906902726
Serco,92,37,55,40.21739130434783,4577.142857142884,49.75155279503135
Outokumpu,90,35,55,38.88888888888889,4457.142857142861,49.52380952380957
TomTom,107,40,67,37.38317757009346,5271.428571428564,49.265687583444524
Blackberry,103,37,66,35.92233009708738,5028.571428571422,48.821081830790504
ATOMUSD,100,41,59,41.0,4802.857142857132,48.028571428571325
Webuild,94,36,58,38.297872340425535,4482.857142857138,47.689969604863165
Centamin,103,43,60,41.74757281553398,4801.428571428578,46.61581137309299
Coty,89,31,58,34.831460674157306,4142.857142857173,46.54895666131655
AnnalyCapital,91,31,60,34.065934065934066,4014.285714285703,44.113029827315415
BTCGBP,91,33,58,36.26373626373626,3951.7571428568244,43.425902668756315
Vivendi,102,40,62,39.21568627450981,4418.57142857142,43.31932773109236
ConvaTec,90,34,56,37.77777777777778,3788.5714285714066,42.09523809523785
WHSmith,94,32,62,34.04255319148936,3857.1428571428914,41.03343465045629
DNB,88,30,58,34.090909090909086,3571.4285714295947,40.58441558442721
NOS,97,38,59,39.175257731958766,3839.9999999999736,39.58762886597911
K&S,110,39,71,35.45454545454545,4328.57142857135,39.35064935064864
BalfourBeatty,78,28,50,35.8974358974359,2942.8571428572022,37.72893772893849
Brown-Forman,86,32,54,37.2093023255814,3085.7142857141625,35.880398671094916
DirectLine,97,37,60,38.144329896907216,3285.714285714264,33.87334315169344
MGMResorts,99,35,64,35.35353535353536,3328.5714285717304,33.62193362193667
ICPUSD,90,31,59,34.44444444444444,2862.8571428571668,31.809523809524077
Pagegroup,100,36,64,36.0,3137.142857142869,31.37142857142869
Ontex,89,29,60,32.58426966292135,2728.5714285714635,30.658105939005207
HowdenJoinery,88,30,58,34.090909090909086,2592.857142857217,29.464285714286554
OpkoHealth,90,35,55,38.88888888888889,2499.9999999999995,27.77777777777777
NationalGrid,94,34,60,36.17021276595745,2525.714285714278,26.869300911854022
Ryanair,84,28,56,33.33333333333333,2228.5714285708145,26.530612244890648
Wood,81,28,53,34.5679012345679,2148.571428571428,26.52557319223985
Wereldhave,87,32,55,36.7816091954023,2199.999999999774,25.287356321836484
Comcast,101,35,66,34.65346534653465,2471.4285714287134,24.469589816125875
GAM,58,21,37,36.206896551724135,1371.4285714285718,23.64532019704434
DentsplySirona,98,33,65,33.6734693877551,2314.2857142856283,23.61516034985335
CrestNicholson,103,38,65,36.89320388349515,2425.7142857142826,23.550624133148375
WHEAT-MAR26,91,30,61,32.967032967032964,2141.5714285714726,23.533751962323873
Italgas,100,35,65,35.0,2175.714285714238,21.75714285714238
NorfolkSouthern,84,35,49,41.66666666666667,1800.0000000004948,21.428571428577317
AlphaBank,92,32,60,34.78260869565217,1907.1428571428457,20.72981366459615
Marks&Spen,96,34,62,35.41666666666667,1912.857142857145,19.92559523809526
Sony,99,32,67,32.323232323232325,1957.1428571429487,19.769119769120696
Investec,89,32,57,35.95505617977528,1749.9999999999995,19.6629213483146
OPUSD,97,43,54,44.329896907216494,1848.5714285714294,19.05743740795288
Iren,87,34,53,39.08045977011494,1628.5714285714118,18.719211822659908
RegionsFinancial,91,33,58,36.26373626373626,1628.571428571488,17.896389324961408
AXSUSD,106,39,67,36.79245283018868,1842.8571428571493,17.38544474393537
Navigator,98,34,64,34.69387755102041,1621.4285714285847,16.545189504373315
Kesko,104,39,65,37.5,1652.8571428571684,15.892857142857387
BPERBanca,98,34,64,34.69387755102041,1335.7142857142048,13.62973760932862
Vodafone,89,35,54,39.325842696629216,1190.571428571427,13.377207062600304
SES,89,30,59,33.70786516853933,1148.5714285713673,12.905296950240082
FETUSD,86,33,53,38.372093023255815,1083.2857142857147,12.59634551495017
TravisPerkins,111,40,71,36.03603603603604,1391.4285714286189,12.535392535392962
Iberdola,92,35,57,38.04347826086957,1137.1428571428316,12.360248447204691
ADAUSD,90,35,55,38.88888888888889,1102.3285714285694,12.248095238095216
IAC,101,36,65,35.64356435643564,1200.0000000003997,11.881188118815839
Ambev,102,39,63,38.23529411764706,1171.4285714285525,11.484593837534828
DXC,93,36,57,38.70967741935484,985.7142857142753,10.599078341013714
AT&T,100,35,65,35.0,1042.8571428570049,10.428571428570049
BancoBPM,105,35,70,33.33333333333333,1014.2857142856992,9.659863945578088
TullowOil,80,34,46,42.5,747.1428571428571,9.339285714285714
FLOWUSD,89,30,59,33.70786516853933,818.5714285714308,9.19743178170147
BATUSD,81,34,47,41.9753086419753,704.5999999999998,8.698765432098764
HP,102,37,65,36.27450980392157,857.1428571429469,8.403361344538695
Moneysupermarket,98,37,61,37.755102040816325,721.4285714285795,7.361516034985505
CHFJPY,94,38,56,40.42553191489361,661.8142857142897,7.040577507598826
Telefonica,97,33,64,34.02061855670103,652.8571428571354,6.730486008836447
USDJPY,96,40,56,41.66666666666667,641.9857142857285,6.687351190476338
ManGroup,102,36,66,35.294117647058826,644.2857142857289,6.3165266106444005
Walgreens,83,30,53,36.144578313253014,471.428571428585,5.679862306368494
VIX-JAN26,112,32,80,28.57142857142857,628.5714285712352,5.612244897957457
STORJUSD,104,44,60,42.30769230769231,574.4285714285706,5.523351648351641
Sonae,91,34,57,37.362637362637365,489.99999999999477,5.384615384615327
Legal&Gen,99,34,65,34.34343434343434,497.14285714285404,5.02164502164499
EURAUD,104,40,64,38.46153846153847,516.628571428576,4.967582417582462
LDOUSD,109,39,70,35.77981651376147,511.4285714285689,4.692005242463935
LRCUSD,93,40,53,43.01075268817204,426.4285714285719,4.585253456221203
IMXUSD,94,34,60,36.17021276595745,374.2857142857129,3.981762917933116
APEUSD,106,41,65,38.67924528301887,408.5714285714304,3.854447439353117
NIO,97,33,64,34.02061855670103,371.42857142853825,3.829160530191116
Rotork,96,36,60,37.5,365.7142857142867,3.8095238095238195
USDTRY,108,46,62,42.592592592592595,397.9428571425809,3.6846560846535272
ARBUSD,115,44,71,38.26086956521739,415.4285714285697,3.612422360248432
GBPNZD,86,38,48,44.18604651162791,265.6142857142964,3.0885382059801905
GRTUSD,87,43,44,49.42528735632184,251.60000000000002,2.891954022988506
STXUSD,94,35,59,37.234042553191486,271.5428571428584,2.8887537993921106
DOGEUSD,100,38,62,38.0,286.21428571428777,2.8621428571428775
USDCHF,94,39,55,41.48936170212766,252.95714285713996,2.691033434650425
CADJPY,97,36,61,37.11340206185567,249.91428571428642,2.576435935198829
BritishLand,88,29,59,32.95454545454545,214.28571428570075,2.4350649350647813
VAULTAUSD,95,35,60,36.84210526315789,224.28571428571308,2.3609022556390853
MANAUSD,100,41,59,41.0,218.57142857142804,2.1857142857142806
AUDJPY,91,35,56,38.46153846153847,195.72857142857734,2.150863422292059
GBPCAD,106,41,65,38.67924528301887,217.1142857142822,2.0482479784366245
GBPCHF,98,38,60,38.775510204081634,177.64285714285418,1.81268221574341
USDMXN,104,37,67,35.57692307692308,179.18571428552764,1.7229395604377657
First,83,30,53,36.144578313253014,118.57142857143526,1.4285714285715092
KPN,95,33,62,34.73684210526316,124.28571428572604,1.308270676691853
USDSGD,98,37,61,37.755102040816325,107.0000000000048,1.0918367346939266
Babcock,96,34,62,35.41666666666667,100.0000000001146,1.0416666666678605
SANDUSD,90,33,57,36.666666666666664,70.57142857143003,0.7841269841270003
GBPAUD,92,33,59,35.869565217391305,57.54285714285196,0.6254658385092604
1INCHUSD,97,33,64,34.02061855670103,57.14285714285545,0.5891016200294376
USDPLN,89,34,55,38.20224719101123,47.81428571429457,0.5372391653291525
Hanesbrands,85,32,53,37.64705882352941,42.85714285715267,0.5042016806723844
AnimaHolding,100,35,65,35.0,35.71428571427033,0.35714285714270333
GBPUSD,89,32,57,35.95505617977528,27.714285714285484,0.3113964686998369
SHIBUSD,94,37,57,39.361702127659576,19.499999999999996,0.20744680851063826
ETHBTC,97,25,72,25.773195876288657,-0.07535714285714282,-0.0007768777614138435
EURCAD,106,41,65,38.67924528301887,-1.7857142857142811,-0.016846361185983785
COTTO-MAR26,85,30,55,35.294117647058826,-5.999999999997506,-0.07058823529408831
ENJUSD,106,34,72,32.075471698113205,-15.55714285714306,-0.14676549865229302
CHZUSD,98,36,62,36.734693877551024,-17.714285714285538,-0.18075801749270956
USDCNH,94,34,60,36.17021276595745,-35.142857142921045,-0.3738601823715005
A2A,92,31,61,33.69565217391305,-54.28571428570791,-0.590062111801173
MATICUSD,100,33,67,33.0,-85.6428571428568,-0.856428571428568
EURUSD,95,33,62,34.73684210526316,-82.82857142857287,-0.8718796992481355
BancoComercial,91,31,60,34.065934065934066,-95.28571428571118,-1.0470957613814416
ALGOUSD,87,28,59,32.18390804597701,-139.49999999999952,-1.6034482758620634
EURSGD,84,29,55,34.523809523809526,-143.82857142856872,-1.7122448979591514
USDCAD,95,32,63,33.68421052631579,-170.6571428571554,-1.7963909774437412
SGDJPY,93,33,60,35.483870967741936,-167.67142857143347,-1.8029185867896071
Petrofac,87,29,58,33.33333333333333,-162.85714285714303,-1.8719211822660118
EURGBP,90,30,60,33.33333333333333,-173.57142857143435,-1.9285714285714928
EURDKK,79,21,58,26.582278481012654,-153.41428571423447,-1.9419529837244869
SUSHIUSD,88,31,57,35.22727272727273,-171.42857142857127,-1.9480519480519463
ZRXUSD,103,37,66,35.92233009708738,-208.71428571428635,-2.026352288488217
Canopy,97,40,57,41.23711340206185,-228.57142857142117,-2.356406480117744
EURJPY,89,30,59,33.70786516853933,-216.4857142857122,-2.4324237560192383
SUGAR-MAR26,99,30,69,30.303030303030305,-247.5714285714287,-2.500721500721502
NZDCHF,72,23,49,31.944444444444443,-183.25714285714372,-2.545238095238107
CHFSGD,93,31,62,33.33333333333333,-240.7142857142701,-2.588325652841614
AUDCHF,81,22,59,27.160493827160494,-232.64285714285285,-2.8721340388006524
AUDNZD,105,33,72,31.428571428571427,-309.2428571428564,-2.945170068027204
EURCHF,104,30,74,28.846153846153843,-308.69999999999845,-2.968269230769216
EURPLN,103,35,68,33.980582524271846,-313.7285714285148,-3.045908460471017
NZDUSD,85,26,59,30.58823529411765,-272.6714285714291,-3.2078991596638717
USDHKD,92,27,65,29.347826086956523,-296.4285714285518,-3.22204968944078
UnipolSai,83,28,55,33.734939759036145,-274.2857142857311,-3.3046471600690492
NZDJPY,92,31,61,33.69565217391305,-305.21428571429374,-3.3175465838510187
TelecomItalia,101,33,68,32.67326732673268,-352.00000000000085,-3.4851485148514936
EURNZD,87,28,59,32.18390804597701,-369.5142857142578,-4.247290640393768
NZDCAD,81,25,56,30.864197530864196,-350.45714285714314,-4.326631393298063
Sage,97,38,59,39.175257731958766,-428.57142857140576,-4.418262150220678
CADCHF,92,22,70,23.91304347826087,-408.67142857142716,-4.4420807453416
Masco,104,35,69,33.65384615384615,-485.7142857142899,-4.670329670329711
GBPJPY,97,33,64,34.02061855670103,-503.40000000000174,-5.1896907216495025
EURHKD,90,32,58,35.55555555555556,-476.14285714283085,-5.290476190475898
Baxter,89,32,57,35.95505617977528,-485.7142857141773,-5.457463884428958
FuchsPetrolub,105,37,68,35.23809523809524,-600.0000000000437,-5.71428571428613
AUDUSD,92,22,70,23.91304347826087,-540.4999999999993,-5.874999999999993
Orion,100,35,65,35.0,-611.4285714291927,-6.114285714291928
USDDKK,91,31,60,34.065934065934066,-560.0857142857294,-6.154788069073949
Nestle,104,35,69,33.65384615384615,-657.1428571426786,-6.3186813186796025
AUDCAD,102,26,76,25.49019607843137,-684.1428571428537,-6.7072829131652325
Garmin,86,29,57,33.72093023255814,-628.5714285703943,-7.308970099655748
NZDSGD,79,19,60,24.050632911392405,-582.285714285714,-7.370705244122962
XLMUSD,84,25,59,29.761904761904763,-640.0000000000016,-7.619047619047638
PetsatHome,94,33,61,35.1063829787234,-728.5714285714209,-7.750759878419371
Centrica,91,31,60,34.065934065934066,-737.1428571428505,-8.100470957613743
UMAUSD,95,30,65,31.57894736842105,-785.7142857142876,-8.270676691729344
XRPUSD,99,35,64,35.35353535353536,-833.8571428571277,-8.422799422799269
GBPSGD,78,20,58,25.64102564102564,-683.5999999999968,-8.764102564102524
Lloyds,92,28,64,30.434782608695656,-864.285714285712,-9.394409937888174
Nokia,95,37,58,38.94736842105263,-952.8571428571665,-10.030075187970175
Fraport,98,31,67,31.63265306122449,-1014.2857142858647,-10.349854227406784
Saipem,102,33,69,32.35294117647059,-1082.857142857124,-10.616246498599255
Essentra,94,30,64,31.914893617021278,-1074.285714285714,-11.428571428571425
Kellogg,94,30,64,31.914893617021278,-1157.1428571425554,-12.310030395133568
Brembo,82,29,53,35.36585365853659,-1048.5714285713611,-12.787456445992209
HGCOP-MAR26,105,40,65,38.095238095238095,-1355.4285714285757,-12.908843537415006
CRVUSD,81,31,50,38.2716049382716,-1047.1428571428564,-12.927689594356252
Saras,83,31,52,37.34939759036144,-1075.7142857142949,-12.960413080895119
Sacyr,108,35,73,32.407407407407405,-1494.2857142857288,-13.83597883597897
US100Cash,113,41,72,36.283185840707965,-1638.8285714285528,-14.502907711757103
Marstons,84,27,57,32.142857142857146,-1224.285714285715,-14.574829931972797
IAG,96,36,60,37.5,-1408.5714285714548,-14.672619047619321
Fresenius,98,33,65,33.6734693877551,-1457.142857142413,-14.8688046647185
SNXUSD,101,31,70,30.693069306930692,-1518.5714285714241,-15.035360678924992
Glencore,105,34,71,32.38095238095238,-1580.0000000000005,-15.047619047619053
Ford,93,33,60,35.483870967741936,-1457.1428571427305,-15.668202764975597
AGNC,98,34,64,34.69387755102041,-1585.7142857143067,-16.180758017492927
RoyalMail,22,6,16,27.27272727272727,-357.1428571428622,-16.233766233766463
Sampo,101,33,68,32.67326732673268,-1641.4285714285843,-16.25176803394638
Hargreaves,64,19,45,29.6875,-1042.8571428571336,-16.294642857142712
NationalExpress,97,29,68,29.896907216494846,-1638.571428571432,-16.89248895434466
Hays,104,32,72,30.76923076923077,-1769.9999999999961,-17.01923076923073
Britvic,86,23,63,26.744186046511626,-1500.000000000003,-17.441860465116314
Relx,98,36,62,36.734693877551024,-1724.2857142854177,-17.594752186585897
DixonsCarphone,103,34,69,33.00970873786408,-1850.000000000015,-17.961165048543837
XTZUSD,94,29,65,30.851063829787233,-1725.7142857142871,-18.358662613981778
CORN-MAR26,93,30,63,32.25806451612903,-1716.1428571428305,-18.453149001535813
Veolia,93,33,60,35.483870967741936,-1757.1428571426536,-18.894009216587673
Fleetcor,96,34,62,35.41666666666667,-1828.5714285757422,-19.047619047663982
Casino,87,29,58,33.33333333333333,-1770.0000000000014,-20.34482758620691
PG&E,104,35,69,33.65384615384615,-2228.571428571444,-21.428571428571576
MGICInvestment,98,35,63,35.714285714285715,-2128.5714285715167,-21.720116618076702
Greencore,100,35,65,35.0,-2207.142857142891,-22.07142857142891
Renishaw,92,32,60,34.78260869565217,-2072.8571428572795,-22.531055900622604
Sandvik,102,36,66,35.294117647058826,-2357.142857144965,-23.109243697499657
BTGroup,89,31,58,34.831460674157306,-2065.7142857142835,-23.210272873194196
EOSUSD,93,29,64,31.182795698924732,-2168.5714285714325,-23.31797235023046
Drax,100,34,66,34.0,-2460.0000000000027,-24.600000000000026
TaylorWimpey,104,32,72,30.76923076923077,-2682.8571428571413,-25.79670329670328
CairnEnergy,75,28,47,37.333333333333336,-1938.5714285714382,-25.847619047619176
CitizensFinancial,79,27,52,34.177215189873415,-2142.857142857043,-27.124773960215734
Mitchells&Butlers,97,32,65,32.98969072164948,-2637.142857142822,-27.18703976435899
PostNL,97,27,70,27.835051546391753,-2799.9999999999995,-28.865979381443296
HSBC,92,30,62,32.608695652173914,-2656.4285714287025,-28.8742236024859
ITV,98,25,73,25.510204081632654,-2832.85714285713,-28.90670553935847
Getlink,91,31,60,34.065934065934066,-2661.4285714286057,-29.246467817896765
NGASCash,102,33,69,32.35294117647059,-3071.428571428489,-30.11204481792636
Gerdau,104,33,71,31.73076923076923,-3157.1428571428405,-30.357142857142698
PhoenixHoldings,92,30,62,32.608695652173914,-2807.142857142852,-30.51242236024839
Dominos,96,31,65,32.29166666666667,-2941.4285714285666,-30.639880952380903
Capital&Counties,94,28,66,29.78723404255319,-2979.999999999983,-31.702127659574288
GBPDKK,97,27,70,27.835051546391753,-3094.5000000001137,-31.902061855671274
GAUUSD,78,27,51,34.61538461538461,-2501.4285714291545,-32.06959706960455
BristolMyer,107,38,69,35.51401869158878,-3500.0000000005275,-32.7102803738367
Pirelli&C,88,29,59,32.95454545454545,-2888.5714285714234,-32.82467532467527
Accor,105,38,67,36.19047619047619,-3571.4285714290036,-34.01360544218099
Diageo,93,31,62,33.33333333333333,-3201.428571428473,-34.4239631336395
OCI,100,32,68,32.0,-3442.8571428571468,-34.428571428571466
USDNOK,91,30,61,32.967032967032964,-3137.5285714286542,-34.47833594976543
StandardLife,84,27,57,32.142857142857146,-2900.000000000007,-34.523809523809604
APTUSD,97,30,67,30.927835051546392,-3394.285714285716,-34.99263622974965
Haleon,89,28,61,31.46067415730337,-3236.5714285714107,-36.36597110754394
GalpEnergia,104,37,67,35.57692307692308,-3885.7142857142208,-37.36263736263674
Kroger,90,33,57,36.666666666666664,-3428.571428572153,-38.095238095246145
IntesaSanpaolo,85,27,58,31.76470588235294,-3260.0000000000196,-38.35294117647082
Teekay,92,31,61,33.69565217391305,-3600.0000000000964,-39.13043478260975
NEARUSD,103,35,68,33.980582524271846,-4034.2857142857074,-39.167822468793275
Vonovia,93,34,59,36.55913978494624,-3657.1428571428846,-39.324116743471876
Snam,79,25,54,31.645569620253166,-3277.1428571428364,-41.4828209764916
Icade,99,35,64,35.35353535353536,-4158.57142857148,-42.00577200577253
SiteCenters,93,31,62,33.33333333333333,-3914.2857142857156,-42.089093701996944
Avangrid,89,31,58,34.831460674157306,-3771.428571428775,-42.37560192616601
EURSEK,110,30,80,27.27272727272727,-4689.971428571482,-42.63610389610438
Ceconomy,105,35,70,33.33333333333333,-4714.285714285717,-44.8979591836735
Enel,105,33,72,31.428571428571427,-4741.428571428476,-45.156462585033104
SBEAN-MAR26,100,34,66,34.0,-4620.285714285668,-46.202857142856686
DOTUSD,97,28,69,28.865979381443296,-4502.857142857144,-46.42120765832107
Hera,91,29,62,31.868131868131865,-4431.428571428591,-48.697017268446054
Eurobank,102,33,69,32.35294117647059,-5004.285714285711,-49.061624649859915
Conagra,99,33,66,33.33333333333333,-5028.571428571264,-50.79365079364913
NordeaBank,90,31,59,34.44444444444444,-4585.714285713806,-50.95238095237562
FILUSD,90,28,62,31.11111111111111,-4607.142857142871,-51.190476190476346
Orange,101,35,66,34.65346534653465,-5202.857142857038,-51.51343705799047
JPMorgan,94,32,62,34.04255319148936,-4899.999999999767,-52.12765957446561
GraphicPackaging,98,32,66,32.6530612244898,-5142.857142857203,-52.478134110787785
Ashmore,91,30,61,32.967032967032964,-4898.571428571431,-53.830455259026714
GSOIL-JAN26,105,36,69,34.285714285714285,-5700.0000000005675,-54.28571428571969
Capita,79,28,51,35.44303797468354,-4414.285714285728,-55.8770343580472
Pennon,86,28,58,32.55813953488372,-4965.714285714287,-57.74086378737543
USDSEK,90,26,64,28.888888888888886,-5260.12857142865,-58.445873015873886
Patterson-UTI,83,27,56,32.53012048192771,-4914.285714285705,-59.20826161790006
EGLDUSD,90,31,59,34.44444444444444,-5442.857142857134,-60.476190476190375
Vale,92,30,62,32.608695652173914,-5571.428571428628,-60.55900621118074
Tui,86,27,59,31.3953488372093,-5299.9999999999645,-61.62790697674377
Hikma,110,38,72,34.54545454545455,-6845.714285714132,-62.23376623376483
Fortum,101,36,65,35.64356435643564,-6304.2857142858975,-62.41867043847423
WienerBerger,89,34,55,38.20224719101123,-5599.9999999999145,-62.92134831460578
XAUEUR,85,24,61,28.235294117647058,-5413.757142857147,-63.691260504201736
BancodeSabadell,104,29,75,27.884615384615387,-6687.142857142847,-64.29945054945046
MFA,90,31,59,34.44444444444444,-5985.714285714295,-66.50793650793662
Aegon,98,33,65,33.6734693877551,-6599.999999999991,-67.34693877551011
GBPNOK,95,28,67,29.47368421052631,-6408.171428571377,-67.45443609022502
SEGRO,87,27,60,31.03448275862069,-5928.571428571416,-68.14449917898179
ImperialBrands,95,33,62,34.73684210526316,-6542.857142857174,-68.87218045112814
JBHunt,94,36,58,38.297872340425535,-6528.571428571009,-69.45288753798945
Telenet,67,17,50,25.37313432835821,-4688.5714285713775,-69.97867803837877
AssicurazioniGenerali,89,29,60,32.58426966292135,-6244.285714285636,-70.16051364365883
Salvatore,100,33,67,33.0,-7018.57142857142,-70.1857142857142
Bpost,94,29,65,30.851063829787233,-6614.285714285728,-70.36474164133753
EURNOK,109,29,80,26.605504587155966,-7678.071428571483,-70.44102228047232
Tesco,91,28,63,30.76923076923077,-6435.571428571447,-70.72056514913677
GBPSEK,108,33,75,30.555555555555557,-7741.914285714336,-71.684391534392
Ventas,93,33,60,35.483870967741936,-6714.285714285888,-72.19662058371922
HartfordFinancial,93,34,59,36.55913978494624,-6928.571428569203,-74.50076804913121
Proximus,97,33,64,34.02061855670103,-7508.571428571445,-77.40795287187056
Wendys,84,28,56,33.33333333333333,-6657.142857142715,-79.25170068027042
JupiterFund,99,24,75,24.242424242424242,-7891.428571428577,-79.71139971139976
Savills,91,31,60,34.065934065934066,-7277.142857142897,-79.96860282574612
PolymetalInternational,94,31,63,32.97872340425532,-7564.285714285724,-80.47112462006089
EnterpriseProducts,102,34,68,33.33333333333333,-8271.428571428687,-81.09243697479106
NortonLifeLock,106,39,67,36.79245283018868,-8642.857142857034,-81.5363881401607
AngloAmerican,91,31,60,34.065934065934066,-7614.285714285643,-83.67346938775432
PPC,96,36,60,37.5,-8082.857142857256,-84.19642857142975
Mondi,117,38,79,32.47863247863248,-9928.571428571307,-84.85958485958382
SunstoneHotel,97,33,64,34.02061855670103,-8528.571428571478,-87.92341678939668
JuventusFC,99,25,74,25.252525252525253,-8712.857142857152,-88.0086580086581
Rightmove,79,24,55,30.37974683544304,-6991.428571428537,-88.49909584086755
EEE,92,31,61,33.69565217391305,-8248.57142857139,-89.65838509316727
PosteItaliane,89,27,62,30.337078651685395,-8005.714285714435,-89.95184590690377
Electrocomponents,91,27,64,29.67032967032967,-8282.8571428572,-91.02040816326593
Metsa,83,28,55,33.734939759036145,-7654.285714285696,-92.22030981067103
Leoni,84,23,61,27.380952380952383,-7800.0,-92.85714285714286
